Id,Label,timeset,paper,authors,iv,country,year,game,community,indegree,outdegree,Degree
10.1177/002200277501900407,"Braver, Rohrer",,https://data.cooperationdatabank.org/id/ENG00324,"Braver, Rohrer",Reputation-related independent variables,USA,1975,Prisoner's Dilemma Game,133,1,10,11
10.1038/srep06421,"Cressman, Li, Tao, Wu, Zhang",,https://data.cooperationdatabank.org/id/ENG02594,"Cressman, Li, Tao, Wu, Zhang","Punishment-related independent variables, Reward-related independent variables",CHN,2009,Public Goods Game,17,1,19,20
10.1037/h0022673,Komorita,,https://data.cooperationdatabank.org/id/ENG01376,Komorita,Gender-related independent variables,USA,1964,Prisoner's Dilemma Game,133,36,0,36
10.1016/s0167-2681(98)00048-1,Dickinson,,https://data.cooperationdatabank.org/id/ENG00701,Dickinson,Uncertainty-related independent variables,USA,1997,Public Goods Game,43,0,0,0
10.2139/ssrn.755746,"Casari, Luini",,https://data.cooperationdatabank.org/id/ENG00445,"Casari, Luini",Punishment-related independent variables,ITA,2003,Public Goods Game,44,0,0,0
10.1016/j.jpubeco.2014.09.004,"Fosgaard, Hansen, Wengström",,https://data.cooperationdatabank.org/id/ENG00886,"Fosgaard, Hansen, Wengström",Framing-related independent variables,DNK,2008,Public Goods Game,131,7,15,22
10.1007/s10726-014-9409-3,"Lotito, Migheli, Ortona",,https://data.cooperationdatabank.org/id/ENG01547,"Lotito, Migheli, Ortona","Acquaintance-related independent variables, Communication-related independent variables, Gender-related independent variables",ITA,2014,Public Goods Game,131,0,22,22
10.1002/bs.3830200204,"Horai, Tedeschi",,https://data.cooperationdatabank.org/id/ENG01159,"Horai, Tedeschi","Gender-related independent variables, Partner(s)' strategies-related independent variables",USA,1970,Prisoner's Dilemma Game,133,2,3,5
10.3758/bf03332761,"Fisher, Smith",,https://data.cooperationdatabank.org/id/ENG00877,"Fisher, Smith","Gender-related independent variables, PDG-related independent variables, Perception of the partner(s)-related independent variables",USA,1969,Prisoner's Dilemma Game,133,0,2,2
10.1037/0022-3514.78.1.92,"Wilke, van Dijk",,https://data.cooperationdatabank.org/id/ENG02450,"Wilke, van Dijk","Framing-related independent variables, PGG-related independent variables",NLD,1999,Public Goods Game,23,42,11,53
10.1007/s10683-014-9427-7,"Davis, Ivanov, Korenok",,https://data.cooperationdatabank.org/id/ENG00618,"Davis, Ivanov, Korenok","Game Type-related independent variables, Personality-related independent variables, Social Capital-related independent variables",USA,2014,Prisoner's Dilemma Game,132,0,8,8
10.1037/h0024914,Pruitt,,https://data.cooperationdatabank.org/id/ENG01945,Pruitt,"Game Type-related independent variables, Gender-related independent variables",USA,1966,Prisoner's Dilemma Game,133,47,4,51
10.1016/S0167-2681(99)00038-4,"Ortmann, Tichy",,https://data.cooperationdatabank.org/id/ENG01835,"Ortmann, Tichy",Gender-related independent variables,USA,1997,Prisoner's Dilemma Game,10,11,9,20
10.1037//0022-3514.82.5.768,"van Lange,Ouwerkerk,Tazelaar",,https://data.cooperationdatabank.org/id/ENG02471,"van Lange,Ouwerkerk,Tazelaar","Feedback-related independent variables, Partner(s)' strategies-related independent variables",NLD,2001,Prisoner's Dilemma Game,45,0,0,0
10.2307/2234532,"Andreoni, Miller",,https://data.cooperationdatabank.org/id/ENG00070,"Andreoni, Miller",Matching-related independent variables,USA,1992,Prisoner's Dilemma Game,132,66,3,69
10.1073/pnas.0905918106,"Cressman, He, Tao, Wu, Zhang, Zheng, Zhou",,https://data.cooperationdatabank.org/id/ENG02596,"Cressman, He, Tao, Wu, Zhang, Zheng, Zhou",Punishment-related independent variables,CHN,2008,Other,17,16,9,25
10.1016/j.joep.2016.05.007,"Kocher, Martinsson, Persson, Wang",,https://data.cooperationdatabank.org/id/ENG01373,"Kocher, Martinsson, Persson, Wang","Institutional Choice-related independent variables, Taxation-related independent variables",CHN,2014,Public Goods Game,137,1,10,11
10.1016/s0047-2727(00)00160-2,"Goeree, Holt, Laury",,https://data.cooperationdatabank.org/id/ENG00983,"Goeree, Holt, Laury","Group Size-related independent variables, PGG-related independent variables",USA,2000,Public Goods Game,46,0,0,0
10.1016/j.econlet.2017.02.009,"DeAngelo, McCannon",,https://data.cooperationdatabank.org/id/ENG00679,"DeAngelo, McCannon","Gender-related independent variables, Personality-related independent variables",USA,2016,Prisoner's Dilemma Game,132,0,5,5
10.1038/srep43277,"Majolo, Maréchal",,https://data.cooperationdatabank.org/id/ENG01583,"Majolo, Maréchal","Identification-related independent variables, Intergroup Competition -related independent variables",GBR,2015,Public Goods Game,137,0,11,11
10.1016/0167-2681(94)90084-1,"Nowell, Tinkler",,https://data.cooperationdatabank.org/id/ENG01809,"Nowell, Tinkler","Gender-related independent variables, Period-related independent variables",USA,1992,Public Goods Game,10,22,5,27
10.2139/ssrn.2438259,"Houser, Levy, Padgitt, Peart, Xiao",,https://data.cooperationdatabank.org/id/ENG01167,"Houser, Levy, Padgitt, Peart, Xiao",Leadership-related independent variables,USA,2014,Public Goods Game,47,0,0,0
10.5465/256731,Wagner,,https://data.cooperationdatabank.org/id/ENG02516,Wagner,"Age-related independent variables, Education-related independent variables, Ethnicity-related independent variables, Gender-related independent variables, Group Size-related independent variables, Personality-related independent variables, Reputation-related independent variables",USA,1995,Public Goods Game,23,6,6,12
10.2466/pr0.1982.50.1.55,Yamauchi,,https://data.cooperationdatabank.org/id/ENG02626,Yamauchi,Gender-related independent variables,JPN,1981,Prisoner's Dilemma Game,48,0,0,0
10.2466/pms.1973.37.2.391,"Fisher, Hogan, Morrison",,https://data.cooperationdatabank.org/id/ENG01147,"Fisher, Hogan, Morrison","Gender-related independent variables, Partner(s)' strategies-related independent variables",USA,1973,Prisoner's Dilemma Game,133,2,3,5
10.1038/srep16144,"Berg, Junikka, Molleman, Puurtinen, Weissing",,https://data.cooperationdatabank.org/id/ENG02438,"Berg, Junikka, Molleman, Puurtinen, Weissing",Partner(s)' strategies-related independent variables,NLD,2015,Public Goods Game,137,1,18,19
10.1002/bdm.743,"Au, Fung, Leung, Lu, Yam",,https://data.cooperationdatabank.org/id/ENG00108,"Au, Fung, Leung, Lu, Yam",Personality-related independent variables,CHN,2011,Prisoner's Dilemma Game,132,1,3,4
10.1007/s10683-014-9392-1,"Andreoni, Gee",,https://data.cooperationdatabank.org/id/ENG00069,"Andreoni, Gee",Punishment-related independent variables,USA,2013,Public Goods Game,23,2,13,15
10.1080/00224545.1985.9922879,"Jayant, Karandikar, Krishnan",,https://data.cooperationdatabank.org/id/ENG01232,"Jayant, Karandikar, Krishnan",Personality-related independent variables,IND,1984,Prisoner's Dilemma Game,49,0,0,0
10.2139/ssrn.2069954,"Bigoni, Camera, Casari",,https://data.cooperationdatabank.org/id/ENG00227,"Bigoni, Camera, Casari","Education-related independent variables, Punishment-related independent variables",USA,2012,Prisoner's Dilemma Game,50,0,0,0
10.1007/bf00114878,"Frohlich, Oppenheimer",,https://data.cooperationdatabank.org/id/ENG00904,"Frohlich, Oppenheimer",Period-related independent variables,CAN,1994,Prisoner's Dilemma Game,131,0,1,1
10.1111/j.1559-1816.2012.00914.x,"DE CREMER, DESMET, HOOGERVORST",,https://data.cooperationdatabank.org/id/ENG00648,"DE CREMER, DESMET, HOOGERVORST","Feedback-related independent variables, Identification-related independent variables, Period-related independent variables, Punishment-related independent variables",NLD,2012,Public Goods Game,23,0,19,19
10.2466/pr0.1966.18.3.818,"Cutter, Harford",,https://data.cooperationdatabank.org/id/ENG01096,"Cutter, Harford","Ethnicity-related independent variables, Gender-related independent variables",USA,1966,Prisoner's Dilemma Game,133,2,1,3
10.1037/ppm0000041,"Ferguson, Frailing, Ramos",,https://data.cooperationdatabank.org/id/ENG01967,"Ferguson, Frailing, Ramos",Gender-related independent variables,USA,2013,Prisoner's Dilemma Game,23,1,2,3
10.1016/j.jesp.2008.06.004,Mulder,,https://data.cooperationdatabank.org/id/ENG01740,Mulder,Framing-related independent variables,NLD,2007,Public Goods Game,23,8,4,12
10.1023/b:busi.0000020869.42655.f4,"Cohen, James, Jr.",,https://data.cooperationdatabank.org/id/ENG01223,"Cohen, James, Jr.","Communication-related independent variables, Education-related independent variables",USA,2004,Prisoner's Dilemma Game,51,0,0,0
10.2307/2786315,"Bonoma, Pivnick, Schlenker, Tedeschi",,https://data.cooperationdatabank.org/id/ENG02123,"Bonoma, Pivnick, Schlenker, Tedeschi",Gender-related independent variables,USA,1970,Prisoner's Dilemma Game,133,7,2,9
10.1093/ei/cbi045,"NOUSSAIR, TUCKER",,https://data.cooperationdatabank.org/id/ENG01806,"NOUSSAIR, TUCKER",Punishment-related independent variables,NZL,2005,Public Goods Game,17,32,7,39
10.1016/j.jpubeco.2015.03.007,"Carlsson, Weng",,https://data.cooperationdatabank.org/id/ENG02542,"Carlsson, Weng","Communication-related independent variables, Identification-related independent variables, PGG-related independent variables, Power-related independent variables, Punishment-related independent variables, Symmetry-related independent variables",CHN,2013,Public Goods Game,17,3,31,34
10.1016/j.evolhumbehav.2017.03.002,"Arai, Balliet, Tybur, Van Lange, Wu, Yamagishi",,https://data.cooperationdatabank.org/id/ENG02592,"Arai, Balliet, Tybur, Van Lange, Wu, Yamagishi","Age-related independent variables, Game Type-related independent variables, Personality-related independent variables",USA,2016,Prisoner's Dilemma Game,23,0,9,9
10.1038/ncomms12288,"Grimalda, Pondorfer, Tracer",,https://data.cooperationdatabank.org/id/ENG01024,"Grimalda, Pondorfer, Tracer",Punishment-related independent variables,PNG,2014,Prisoner's Dilemma Game,17,0,22,22
10.1177/0022002791035003005,"Hilty, Komorita, Parks",,https://data.cooperationdatabank.org/id/ENG01384,"Hilty, Komorita, Parks","Partner(s)' strategies-related independent variables, Period-related independent variables",USA,1991,Prisoner's Dilemma Game,23,24,20,44
10.1007/s10726-006-9067-1,"Au, Chung",,https://data.cooperationdatabank.org/id/ENG00105,"Au, Chung",PGG-related independent variables,CHN,2007,Public Goods Game,23,2,10,12
10.1016/j.jebo.2013.03.002,"Cipriani, Giuliano, Jeanne",,https://data.cooperationdatabank.org/id/ENG00513,"Cipriani, Giuliano, Jeanne","Age-related independent variables, Period-related independent variables",USA,2009,Public Goods Game,137,1,6,7
10.1037/0022-3514.33.3.273,Caldwell,,https://data.cooperationdatabank.org/id/ENG00395,Caldwell,"Communication-related independent variables, Feedback-related independent variables, Gender-related independent variables, Punishment-related independent variables",USA,1975,Prisoner's Dilemma Game,23,35,21,56
10.1111/puar.12424,"Adres, Vashdi, Zalmanovitch",,https://data.cooperationdatabank.org/id/ENG00011,"Adres, Vashdi, Zalmanovitch",Age-related independent variables,"AUS, COL, DEU, ISR",2015,Public Goods Game,137,0,5,5
10.1111/j.1465-7295.2010.00344.x,"LOPEZ, MURPHY, SPRAGGON, STRANLUND",,https://data.cooperationdatabank.org/id/ENG01545,"LOPEZ, MURPHY, SPRAGGON, STRANLUND","Framing-related independent variables, Punishment-related independent variables",COL,2005,Public Goods Game,17,5,9,14
10.1016/j.jebo.2011.10.006,"Ruigrok, Thöni, Volk",,https://data.cooperationdatabank.org/id/ENG02505,"Ruigrok, Thöni, Volk","Personality-related independent variables, Preferences for Conditional Cooperation-related independent variables",CHE,2010,Public Goods Game,137,16,23,39
10.1037/h0024736,"Komorita, Mechling",,https://data.cooperationdatabank.org/id/ENG01382,"Komorita, Mechling","Gender-related independent variables, PDG-related independent variables",USA,1966,Prisoner's Dilemma Game,133,8,2,10
10.1007/s10683-016-9492-1,"Candelo, Croson, Li",,https://data.cooperationdatabank.org/id/ENG00403,"Candelo, Croson, Li",Personality-related independent variables,USA,2008,Public Goods Game,131,0,9,9
10.1016/0022-1031(71)90034-5,"Jones, Panitch",,https://data.cooperationdatabank.org/id/ENG01254,"Jones, Panitch",Gender-related independent variables,USA,1970,Prisoner's Dilemma Game,133,0,1,1
10.1002/per.2410060505,van Lange,,https://data.cooperationdatabank.org/id/ENG02461,van Lange,"Expectations-related independent variables, Gender-related independent variables, Personality-related independent variables",NLD,1992,Prisoner's Dilemma Game,23,9,8,17
10.2307/1961254,"Orbell, Schwartz-Shea, Simmons",,https://data.cooperationdatabank.org/id/ENG01833,"Orbell, Schwartz-Shea, Simmons","Choices-related independent variables, Communication-related independent variables",USA,1984,Prisoner's Dilemma Game,23,16,3,19
10.1038/srep21555,"Glöckner, Mischkowski",,https://data.cooperationdatabank.org/id/ENG01707,"Glöckner, Mischkowski","Framing-related independent variables, Personality-related independent variables","DEU, IND, USA",2015,Public Goods Game,132,2,12,14
10.1016/j.geb.2010.10.004,"Iturbe-Ormaetxe, Ponti, Tomás, Ubeda",,https://data.cooperationdatabank.org/id/ENG01210,"Iturbe-Ormaetxe, Ponti, Tomás, Ubeda","Framing-related independent variables, Step-level PGG-related independent variables",ESP,2008,Public Goods Game,131,3,5,8
10.1177/01461672012710006,"Parks, Rumble",,https://data.cooperationdatabank.org/id/ENG01874,"Parks, Rumble","Partner(s)' strategies-related independent variables, Personality-related independent variables",USA,2000,Prisoner's Dilemma Game,23,15,14,29
10.2139/ssrn.1988286,"Kocher, Martinsson, Myrseth, Wollbrant",,https://data.cooperationdatabank.org/id/ENG01372,"Kocher, Martinsson, Myrseth, Wollbrant",Personality-related independent variables,DEU,2009,Public Goods Game,132,1,0,1
10.1016/j.jebo.2008.04.002,"Reeson, Tisdell",,https://data.cooperationdatabank.org/id/ENG02010,"Reeson, Tisdell","Framing-related independent variables, Period-related independent variables, Taxation-related independent variables",AUS,2006,Public Goods Game,137,1,4,5
10.2139/ssrn.2437778,"Fochmann, Kroll",,https://data.cooperationdatabank.org/id/ENG00883,"Fochmann, Kroll","Punishment-related independent variables, Taxation-related independent variables",DEU,2014,Public Goods Game,52,0,0,0
10.1016/j.jebo.2014.02.019,"Stoddard, Walker, Williams",,https://data.cooperationdatabank.org/id/ENG02291,"Stoddard, Walker, Williams",Period-related independent variables,USA,2012,Public Goods Game,131,3,16,19
10.1257/000282803321455359,"Masclet, Noussair, Tucker, Villeval",,https://data.cooperationdatabank.org/id/ENG01620,"Masclet, Noussair, Tucker, Villeval","Period-related independent variables, Punishment-related independent variables","FRA, USA",2003,Public Goods Game,17,111,27,138
10.1016/S0928-7655(01)00048-3,"Clark, Poe, Rondeau, Rose, Schulze",,https://data.cooperationdatabank.org/id/ENG02059,"Clark, Poe, Rondeau, Rose, Schulze",Step-level PGG-related independent variables,USA,2000,Public Goods Game,131,10,9,19
10.1023/b:exec.0000026977.32722.f1,"Levati, Neugebauer",,https://data.cooperationdatabank.org/id/ENG01468,"Levati, Neugebauer",Period-related independent variables,GBR,2001,Public Goods Game,53,0,0,0
10.1016/j.jpubeco.2010.03.002,"Gächter, Nosenzo, Renner, Sefton",,https://data.cooperationdatabank.org/id/ENG00928,"Gächter, Nosenzo, Renner, Sefton","Power-related independent variables, Sequentiality-related independent variables",GBR,2009,Public Goods Game,131,14,23,37
10.1016/0047-2727(95)01544-2,"Palfrey, Prisbrey",,https://data.cooperationdatabank.org/id/ENG01859,"Palfrey, Prisbrey",Matching-related independent variables,ESP,1994,Public Goods Game,131,37,8,45
10.1073/pnas.0812360106,"Burks, Carpenter, Goette, Rustichini",,https://data.cooperationdatabank.org/id/ENG00373,"Burks, Carpenter, Goette, Rustichini",Personality-related independent variables,USA,2006,Prisoner's Dilemma Game,132,14,0,14
10.1177/002200277802200205,"Roering, Rose, Slusher",,https://data.cooperationdatabank.org/id/ENG02225,"Roering, Rose, Slusher","Game Type-related independent variables, Power-related independent variables, Reputation-related independent variables, Reward-related independent variables, Shadow of the Future-related independent variables",USA,1978,Prisoner's Dilemma Game,133,0,6,6
10.1016/0022-2496(78)90030-5,"Murnighan, Roth",,https://data.cooperationdatabank.org/id/ENG02067,"Murnighan, Roth","Game Duration-related independent variables, Gender-related independent variables",USA,1977,Prisoner's Dilemma Game,132,37,4,41
10.1556/JEP.6.2008.3.2,"Aitken, Lyons",,https://data.cooperationdatabank.org/id/ENG01567,"Aitken, Lyons","Acquaintance-related independent variables, Personality-related independent variables",GBR,2008,Prisoner's Dilemma Game,137,0,7,7
10.1080/00224545.1968.9712493,"Aranoff, Gahagan, Steele, Tedeschi",,https://data.cooperationdatabank.org/id/ENG02367,"Aranoff, Gahagan, Steele, Tedeschi",Expectations-related independent variables,USA,1967,Prisoner's Dilemma Game,133,2,4,6
10.1177/0146167288142011,"Han, Lindskold",,https://data.cooperationdatabank.org/id/ENG01494,"Han, Lindskold","Communication-related independent variables, Partner(s)' strategies-related independent variables, Period-related independent variables",USA,1988,Prisoner's Dilemma Game,133,1,5,6
10.1037/e613152009-001,"Hirsh, Peterson",,https://data.cooperationdatabank.org/id/ENG01143,"Hirsh, Peterson",Personality-related independent variables,CAN,2008,Prisoner's Dilemma Game,54,0,0,0
10.1016/j.jpubeco.2014.10.003,"Jack, Recalde",,https://data.cooperationdatabank.org/id/ENG01212,"Jack, Recalde",Leadership-related independent variables,BOL,2011,Public Goods Game,131,6,9,15
10.1002/bdm.1892,"Arora, Larrick, Logg",,https://data.cooperationdatabank.org/id/ENG00095,"Arora, Larrick, Logg","Identification-related independent variables, Partner(s)' strategies-related independent variables",USA,2013,Public Goods Game,23,0,17,17
10.3758/BF03342441,"Epanchin, Senn, Sibley",,https://data.cooperationdatabank.org/id/ENG02204,"Epanchin, Senn, Sibley",Identification-related independent variables,USA,1968,Prisoner's Dilemma Game,133,6,7,13
10.3389/fnbeh.2015.00107,"Fatas,Mateu",,https://data.cooperationdatabank.org/id/ENG00830,"Fatas,Mateu",Punishment-related independent variables,ESP,2015,Public Goods Game,17,0,16,16
10.1016/j.socec.2016.04.002,Lohse,,https://data.cooperationdatabank.org/id/ENG01531,Lohse,"Partner type-related independent variables, Personality-related independent variables, Time Pressure-related independent variables",DEU,2013,Public Goods Game,132,2,25,27
10.1504/ijesd.2017.10007708,"Halimatussadiah, Resosudarmo, Widyawati",,https://data.cooperationdatabank.org/id/ENG01086,"Halimatussadiah, Resosudarmo, Widyawati","Personality-related independent variables, Reputation-related independent variables",IDN,2013,Public Goods Game,55,0,0,0
10.1177/1368430203006002005,"Jackson, Smith, Sparks",,https://data.cooperationdatabank.org/id/ENG02238,"Jackson, Smith, Sparks","PGG-related independent variables, Power-related independent variables, Symmetry-related independent variables",USA,2003,Public Goods Game,23,5,19,24
10.1037/0021-843X.117.2.406,"Alpers, Eisenbarth, Lange, Menner, Mokros, Osterheider",,https://data.cooperationdatabank.org/id/ENG01720,"Alpers, Eisenbarth, Lange, Menner, Mokros, Osterheider",Personality-related independent variables,DEU,2007,Prisoner's Dilemma Game,37,5,7,12
10.1037/h0026312,"Gahagan, Lesnick, Tedeschi",,https://data.cooperationdatabank.org/id/ENG02372,"Gahagan, Lesnick, Tedeschi","Feedback-related independent variables, Gender-related independent variables",USA,1967,Prisoner's Dilemma Game,133,5,7,12
10.1027/1864-9335/a000275,"Eek, Gärling, Kazemi",,https://data.cooperationdatabank.org/id/ENG01296,"Eek, Gärling, Kazemi",PGG-related independent variables,SWE,2015,Public Goods Game,23,0,7,7
10.1016/j.joep.2007.07.008,"Andreoni, Petrie",,https://data.cooperationdatabank.org/id/ENG00072,"Andreoni, Petrie","Feedback-related independent variables, Gender-related independent variables, Perception of the partner(s)-related independent variables",USA,2006,Public Goods Game,131,5,4,9
10.1556/jep.11.2013.1.3,"Ehn, Eriksson, Strimling",,https://data.cooperationdatabank.org/id/ENG00800,"Ehn, Eriksson, Strimling",Punishment-related independent variables,SWE,2013,Public Goods Game,17,0,12,12
10.1016/j.joep.2007.01.007,Ahmed,,https://data.cooperationdatabank.org/id/ENG00013,Ahmed,Identification-related independent variables,SWE,2005,Prisoner's Dilemma Game,137,4,7,11
10.1016/j.evolhumbehav.2009.02.004,"Mifune, Yamagishi",,https://data.cooperationdatabank.org/id/ENG02613,"Mifune, Yamagishi","Identification-related independent variables, Personality-related independent variables",JPN,2008,Prisoner's Dilemma Game,137,4,6,10
10.1007/s00265-014-1741-8,Sääksvuori,,https://data.cooperationdatabank.org/id/ENG02080,Sääksvuori,"Intergroup Competition -related independent variables, Ostracism-related independent variables",DEU,2013,Public Goods Game,137,0,16,16
10.1037/0022-3514.84.5.972,"Corneille, Smeesters, Van Avermaet, Warlop, Yzerbyt",,https://data.cooperationdatabank.org/id/ENG02228,"Corneille, Smeesters, Van Avermaet, Warlop, Yzerbyt","Personality-related independent variables, Priming-related independent variables",BEL,2001,Prisoner's Dilemma Game,23,14,11,25
10.1007/s10683-012-9346-4,"Cabrera, Fatás, Lacomba, Neugebauer",,https://data.cooperationdatabank.org/id/ENG00388,"Cabrera, Fatás, Lacomba, Neugebauer",Matching-related independent variables,ESP,2011,Public Goods Game,131,1,11,12
10.1002/(SICI)1099-0992(199805/06)28:3&lt475::AID-EJSP881&gt3.0.CO;2-M,,,https://data.cooperationdatabank.org/id/ENG01701,,"Identification-related independent variables, Partner(s)' strategies-related independent variables, Perception of the partner(s)-related independent variables, Period-related independent variables, Symmetry-related independent variables",USA,1997,Prisoner's Dilemma Game,56,0,0,0
10.1177/002200276701100208,"Kanouse, Wiest",,https://data.cooperationdatabank.org/id/ENG01283,"Kanouse, Wiest","Expectations-related independent variables, Identification-related independent variables, Motivational Orientation-related independent variables",USA,1967,Prisoner's Dilemma Game,133,8,9,17
10.1016/j.socec.2016.08.008,"Bolle, Otto",,https://data.cooperationdatabank.org/id/ENG01847,"Bolle, Otto","PGG-related independent variables, Symmetry-related independent variables",DEU,2014,Public Goods Game,131,2,13,15
10.1016/j.joep.2013.06.005,"Drouvelis, Nosenzo",,https://data.cooperationdatabank.org/id/ENG00736,"Drouvelis, Nosenzo","Gender-related independent variables, Identification-related independent variables, Leadership-related independent variables",GBR,2012,Public Goods Game,131,4,36,40
10.1371/journal.pone.0045093,"Fehl, Krambeck, Milinski, Semmann, Sommerfeld, Szolnoki",,https://data.cooperationdatabank.org/id/ENG00835,"Fehl, Krambeck, Milinski, Semmann, Sommerfeld, Szolnoki",Period-related independent variables,"AUS, DEU",2012,Prisoner's Dilemma Game,17,2,15,17
10.1002/ejsp.2420050311,Summerfield,,https://data.cooperationdatabank.org/id/ENG02316,Summerfield,"Emotions-related independent variables, Motivational Orientation-related independent variables",GBR,1975,Prisoner's Dilemma Game,133,0,3,3
10.1177/002200276601000407,"Bixenstine, Levitt, Wilson",,https://data.cooperationdatabank.org/id/ENG00234,"Bixenstine, Levitt, Wilson","Communication-related independent variables, Feedback-related independent variables, Reputation-related independent variables",USA,1966,Prisoner's Dilemma Game,133,24,7,31
10.1016/j.evolhumbehav.2013.08.002,"Berticat, Faurie, Raymond, Tognetti",,https://data.cooperationdatabank.org/id/ENG02397,"Berticat, Faurie, Raymond, Tognetti",Gender-related independent variables,SEN,2012,Public Goods Game,137,2,15,17
10.1177/1745691617693624,"Aczel, Barbosa, Bouwmeester, Brañas-Garza, Bègue, Chmura, Cornelissen, Døssing, Espín, Evans, Ferreira-Santos, Fiedler, Flegr, Ghaffari, Glöckner, Goeschl, Guo, Hauser, Hernan-Gonzalez, Herrero, Horne, Houdek, Johannesson, Koppel, Kujal, Laine, Lohse, Martins, Mauro, Mischkowski, Mukherjee, Myrseth, Navarro-Martínez, Neal, Novakova, Pagà, Paiva, Palfi, Piovesan, Rahal, Salomon, Srinivasan, Srivastava, Szaszi, Szollosi, Thor, Tinghög, Trueblood, Van Bavel, Verkoeijen, Västfjäll, Warner, Wengström, Wills, Wollbrant, van ‘t Veer",,https://data.cooperationdatabank.org/id/ENG00306,"Aczel, Barbosa, Bouwmeester, Brañas-Garza, Bègue, Chmura, Cornelissen, Døssing, Espín, Evans, Ferreira-Santos, Fiedler, Flegr, Ghaffari, Glöckner, Goeschl, Guo, Hauser, Hernan-Gonzalez, Herrero, Horne, Houdek, Johannesson, Koppel, Kujal, Laine, Lohse, Martins, Mauro, Mischkowski, Mukherjee, Myrseth, Navarro-Martínez, Neal, Novakova, Pagà, Paiva, Palfi, Piovesan, Rahal, Salomon, Srinivasan, Srivastava, Szaszi, Szollosi, Thor, Tinghög, Trueblood, Van Bavel, Verkoeijen, Västfjäll, Warner, Wengström, Wills, Wollbrant, van ‘t Veer","Personality-related independent variables, Time Pressure-related independent variables","CZE, DEU, DNK, ESP, FRA, GBR, HUN, IND, NLD, PRT, SWE, USA",2017,Public Goods Game,132,2,8,10
10.2139/ssrn.2325705,"Dickinson, Dutcher, Rodet",,https://data.cooperationdatabank.org/id/ENG00703,"Dickinson, Dutcher, Rodet",Punishment-related independent variables,USA,2013,Public Goods Game,17,1,4,5
10.1080/08832323.2010.511303,"Iida, Oda",,https://data.cooperationdatabank.org/id/ENG01181,"Iida, Oda",Education-related independent variables,JPN,2011,Prisoner's Dilemma Game,10,0,4,4
10.1016/j.jpubeco.2008.06.002,"Coats, Gronberg, Grosskopf",,https://data.cooperationdatabank.org/id/ENG00527,"Coats, Gronberg, Grosskopf","Institution  -related independent variables, Sequentiality-related independent variables",USA,2007,Public Goods Game,131,12,5,17
10.1006/obhd.1999.2825,"Chen, Pillutla",,https://data.cooperationdatabank.org/id/ENG01916,"Chen, Pillutla","Feedback-related independent variables, Framing-related independent variables, Partner(s)' strategies-related independent variables",USA,1998,Public Goods Game,23,19,5,24
10.1002/ejsp.26,"Ahmad, Batson",,https://data.cooperationdatabank.org/id/ENG00158,"Ahmad, Batson","Communication-related independent variables, Emotions-related independent variables",USA,2000,Prisoner's Dilemma Game,23,9,3,12
10.1016/j.jebo.2013.03.023,"Irlenbusch, Ter Meer",,https://data.cooperationdatabank.org/id/ENG01196,"Irlenbusch, Ter Meer","Communication-related independent variables, Feedback-related independent variables, Personality-related independent variables, Punishment-related independent variables",DEU,2013,Public Goods Game,131,2,5,7
10.1016/j.socec.2017.05.002,"Cox, Karam, Murphy",,https://data.cooperationdatabank.org/id/ENG00567,"Cox, Karam, Murphy","Game Type-related independent variables, PDG-related independent variables",GBR,2017,Prisoner's Dilemma Game,131,0,6,6
10.1037/h0025594,Terhune,,https://data.cooperationdatabank.org/id/ENG02383,Terhune,"Communication-related independent variables, PDG-related independent variables",USA,1967,Prisoner's Dilemma Game,133,31,10,41
10.1111/j.1467-839x.2005.00165.x,"Foddy, Kiyonari, Makimura, Matsuda, Platow, Yamagishi",,https://data.cooperationdatabank.org/id/ENG02619,"Foddy, Kiyonari, Makimura, Matsuda, Platow, Yamagishi","Ethnicity-related independent variables, Gender-related independent variables, Identification-related independent variables","AUS, JPN",2005,Prisoner's Dilemma Game,137,12,5,17
10.1111/j.1465-7295.2011.00433.x,"PEETERS, VORSATZ",,https://data.cooperationdatabank.org/id/ENG01892,"PEETERS, VORSATZ","Punishment-related independent variables, Reward-related independent variables",NLD,2007,Public Goods Game,17,1,19,20
10.13140/2.1.1619.2323,"De Jong,Veijer",,https://data.cooperationdatabank.org/id/ENG00663,"De Jong,Veijer","Age-related independent variables, Gender-related independent variables, Personality-related independent variables, Religiosity-related independent variables",NLD,2014,Prisoner's Dilemma Game,57,0,0,0
10.14288/1.0104029,Kee,,https://data.cooperationdatabank.org/id/ENG01299,Kee,"Reputation-related independent variables, State Trust-related independent variables",CAN,1969,Prisoner's Dilemma Game,58,0,0,0
10.1037/0022-3514.85.3.453,"Galinsky, Gruenfeld, Magee",,https://data.cooperationdatabank.org/id/ENG00940,"Galinsky, Gruenfeld, Magee","Framing-related independent variables, Game Type-related independent variables, Power-related independent variables",USA,2002,Resource Dilemma,137,2,0,2
10.1016/j.biopsycho.2005.06.001,"Dewitte, Millet",,https://data.cooperationdatabank.org/id/ENG01703,"Dewitte, Millet","Gender-related independent variables, Hormones-related independent variables",BEL,2004,Public Goods Game,137,4,2,6
10.2139/ssrn.1220397,"Bochet, Putterman",,https://data.cooperationdatabank.org/id/ENG00249,"Bochet, Putterman","Communication-related independent variables, Punishment-related independent variables",USA,2009,Public Goods Game,59,0,0,0
